County,crash_yr,mo,Crash Hr,Vehicles Involved,Crash Severity,Serious Injury Event,No Seat Belt,Truck Involved,Speeding/Too Fast for Conditions,Impaired Driver,Failure to Yield,Snow/Sleet,Rollover,Intersection,Curve,Hill,Lane Departure,LAT,LON
Grand Forks,2013,1,17,3,Injury,0,0,0,1,0,0,0,0,0,0,0,0,47.9196,-97.045
Ward,2013,1,9,1,Injury,0,0,0,1,0,0,0,0,1,1,0,1,48.2399,-101.284
Cass,2013,1,0,2,Injury,0,1,0,1,0,0,0,0,0,0,0,0,46.8904,-96.807
Cass,2013,1,21,2,Injury,0,0,1,1,0,0,1,0,0,0,0,0,46.8715,-96.841
Richland,2013,1,19,2,Injury,0,0,1,0,0,1,1,0,1,0,0,0,46.2617,-96.831
Divide,2013,1,6,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,48.8334,-103.312
Williams,2013,1,18,2,Injury,0,0,0,0,0,0,1,0,1,0,0,0,48.1404,-103.691
Cass,2013,1,14,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8729,-96.807
Burleigh,2013,1,15,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.8236,-100.759
Burleigh,2013,1,8,2,Injury,0,1,0,0,0,1,0,0,1,0,0,0,46.8112,-100.731
Ward,2013,1,19,2,Fatal,1,1,0,0,1,0,0,0,0,0,1,0,48.2182,-101.315
Ward,2013,1,2,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,48.2082,-101.296
Cass,2013,1,21,1,Injury,0,0,0,1,0,0,0,0,0,0,1,0,46.8472,-96.851
Burleigh,2013,1,16,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.7654,-100.689
McKenzie,2013,1,20,2,Injury,1,0,1,0,0,0,1,0,0,1,0,0,47.8078,-103.647
Grant,2013,1,7,1,Injury,0,0,0,0,0,0,0,1,0,0,1,0,46.2055,-101.313
Dickey,2013,1,17,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.1389,-98.1
Adams,2013,1,23,1,Injury,1,0,0,0,0,0,0,0,0,0,0,1,45.9964,-102.633
Burleigh,2013,1,14,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.7998,-100.782
Traill,2013,1,14,2,Injury,0,0,0,0,0,1,0,0,0,0,0,0,47.5001,-97.315
Grand Forks,2013,1,15,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,47.9235,-97.099
Ward,2013,1,6,1,Injury,0,0,0,0,0,0,0,0,0,0,0,0,48.2833,-101.307
Burleigh,2013,2,9,2,Injury,0,0,0,1,0,0,0,0,1,0,1,0,46.8345,-100.773
Burleigh,2013,2,23,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8056,-100.789
Dunn,2013,2,0,2,Injury,0,0,1,0,1,0,0,0,0,1,0,0,47.4316,-102.801
Grand Forks,2013,2,1,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.9164,-97.067
Cass,2013,2,14,2,Injury,0,0,0,0,0,1,1,0,1,0,0,0,46.8737,-96.814
Ward,2013,2,19,2,Injury,1,0,0,0,0,1,0,0,1,0,1,0,48.2076,-101.317
Cass,2013,2,23,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.8615,-96.798
Grand Forks,2013,2,0,1,Injury,0,0,0,0,0,0,0,0,0,1,0,1,47.9186,-97.04
Stutsman,2013,2,20,2,Injury,0,1,0,1,1,0,0,0,1,0,0,0,46.9354,-98.716
Stark,2013,2,18,1,Injury,0,1,0,1,0,0,1,1,0,0,1,1,46.8906,-102.94
Williams,2013,2,16,1,Injury,0,0,0,0,0,0,0,1,0,0,1,0,48.3418,-102.85
Burleigh,2013,2,15,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.8086,-100.794
Burleigh,2013,2,0,2,Injury,0,.,0,1,0,0,0,0,0,0,1,0,46.8166,-100.781
Burleigh,2013,2,16,2,Injury,0,0,0,1,0,0,1,0,0,1,0,0,46.7854,-100.778
Cass,2013,2,16,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8835,-96.798
Cass,2013,2,20,2,Injury,0,0,0,1,0,0,0,0,1,0,1,0,46.8759,-96.782
McLean,2013,2,1,1,Injury,0,1,0,1,1,0,0,0,0,0,0,1,47.8339,-100.835
Burleigh,2013,2,15,1,Injury,0,0,0,0,0,0,0,0,0,1,0,0,47.003,-100.876
Grant,2013,2,16,1,Fatal,1,1,0,1,0,0,1,1,0,1,0,1,46.2843,-101.33
Mountrail,2013,2,17,1,Injury,0,0,0,1,0,0,1,1,1,0,0,1,48.328,-102.141
Ramsey,2013,2,15,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,48.101,-98.859
McKenzie,2013,2,15,1,Injury,0,0,0,1,0,0,1,1,0,0,1,1,47.4091,-103.248
McKenzie,2013,2,9,1,Injury,0,0,0,0,0,0,1,0,0,0,0,0,47.8043,-103.103
McKenzie,2013,2,2,2,Injury,0,0,1,1,0,0,1,0,1,0,1,0,47.9053,-102.941
Cass,2013,2,16,2,Injury,0,0,0,1,0,1,0,0,0,0,0,0,46.8994,-96.797
Williams,2013,2,13,1,Injury,1,0,0,1,0,0,1,1,0,0,0,1,48.3418,-102.885
Mountrail,2013,2,9,2,Injury,0,0,0,0,0,0,1,0,1,0,0,0,48.081,-102.353
Williams,2013,2,14,2,Injury,0,1,0,0,0,0,1,0,1,0,0,0,48.1689,-103.626
Williams,2013,2,15,1,Injury,0,0,0,0,0,0,1,1,0,0,0,0,48.3497,-102.937
Mountrail,2013,2,9,2,Injury,0,0,0,0,0,0,1,0,1,0,1,0,47.9779,-102.194
Richland,2013,2,19,1,Injury,0,1,0,0,0,0,0,0,1,0,0,0,46.2641,-96.616
McKenzie,2013,2,14,2,Injury,1,0,1,1,0,0,1,0,0,0,1,0,47.7342,-102.711
Grand Forks,2013,2,17,3,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.8895,-97.078
Burleigh,2013,2,2,1,Injury,0,1,0,1,0,0,0,0,0,0,0,0,46.8365,-100.341
Stark,2013,2,9,1,Injury,1,0,0,0,0,0,0,1,0,0,1,1,46.8909,-103.063
Stark,2013,2,15,2,Injury,0,0,0,1,0,1,0,0,0,0,0,0,46.8628,-102.786
Ward,2013,2,15,4,Injury,0,0,0,1,0,0,1,0,0,1,0,0,48.2185,-101.314
Sheridan,2013,2,13,1,Injury,0,0,0,0,0,0,0,1,0,0,0,0,47.3709,-100.198
McKenzie,2013,2,5,1,Injury,0,0,0,1,0,0,0,1,0,1,0,1,47.9783,-104.023
Cass,2013,2,20,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8575,-96.82
Cass,2013,2,22,3,Injury,0,1,0,0,0,1,0,0,1,0,0,0,46.8327,-96.846
Burleigh,2013,2,2,1,Injury,0,1,0,1,0,0,0,0,0,0,0,1,46.8234,-100.591
McKenzie,2013,2,20,2,Fatal,1,1,1,0,1,0,0,0,0,1,0,0,47.8577,-103.949
McKenzie,2013,2,1,2,Injury,0,0,0,1,0,0,0,0,0,0,1,0,47.8023,-103.334
Mountrail,2013,2,23,1,Injury,0,0,1,0,0,0,0,1,1,0,0,0,48.2256,-102.612
Cass,2013,2,17,3,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.8631,-96.904
Stutsman,2013,2,0,1,Injury,0,0,0,0,0,0,0,1,0,0,1,1,46.8958,-99.11
Burleigh,2013,2,14,2,Injury,1,0,0,0,0,1,1,0,1,0,0,0,46.8032,-100.788
Burleigh,2013,2,14,2,Injury,0,1,0,0,0,0,1,0,1,0,0,0,46.8294,-100.773
Griggs,2013,2,13,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.4435,-98.119
Grand Forks,2013,2,14,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.9036,-97.067
Stutsman,2013,2,16,1,Injury,0,0,0,1,0,0,1,0,0,1,0,1,46.8925,-98.752
Stutsman,2013,2,1,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.8882,-98.719
Cass,2013,2,17,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8759,-96.785
Stutsman,2013,2,7,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8926,-98.442
Cass,2013,2,17,1,Injury,0,0,0,1,0,0,1,0,0,1,0,1,46.8758,-96.841
Ward,2013,2,21,1,Injury,1,1,0,1,0,0,0,1,0,0,0,1,47.9933,-101.293
Williams,2013,2,5,1,Injury,0,0,1,0,0,0,0,1,0,0,0,0,48.508,-103.342
Traill,2013,2,17,1,Injury,0,.,0,1,0,0,1,0,1,0,0,0,47.6365,-97.461
Burleigh,2013,2,8,2,Injury,0,1,0,0,0,0,0,0,1,0,0,0,46.8085,-100.785
Grand Forks,2013,2,17,3,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.9292,-97.067
Cass,2013,2,0,1,Injury,0,0,0,1,0,0,0,0,0,0,0,1,46.8718,-96.861
Cass,2013,2,7,2,Injury,0,0,0,0,0,0,0,0,0,0,1,0,46.8826,-96.841
Cass,2013,2,16,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8647,-96.795
Cass,2013,2,7,1,Injury,0,1,0,1,0,0,1,1,0,0,0,1,46.7995,-96.839
Barnes,2013,2,0,1,Injury,0,0,0,1,0,0,0,1,0,0,0,1,46.9067,-98.145
Ward,2013,2,15,2,Injury,0,0,0,1,0,1,0,0,1,0,0,0,48.2244,-101.301
Richland,2013,2,13,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.2705,-96.607
Richland,2013,2,16,2,Injury,0,1,0,0,0,0,0,0,1,0,0,0,46.2672,-96.61
Williams,2013,2,0,1,Injury,0,0,0,0,0,0,0,0,1,0,0,0,48.1399,-103.734
Bottineau,2013,2,22,1,Injury,0,.,0,0,1,0,0,0,0,0,0,0,48.8253,-100.447
Burleigh,2013,2,14,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.7969,-100.779
Burleigh,2013,2,16,3,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8059,-100.779
Burleigh,2013,2,21,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8057,-100.786
Burleigh,2013,2,17,2,Injury,0,0,0,0,0,1,0,0,0,0,0,0,46.7939,-100.788
Grand Forks,2013,2,7,2,Injury,0,0,0,0,0,1,1,0,1,0,0,0,47.8967,-97.031
Grand Forks,2013,2,17,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,47.9332,-97.049
Cass,2013,2,16,4,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.8615,-96.819
Cass,2013,2,18,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.847,-96.798
Pembina,2013,2,1,2,Injury,0,1,1,1,0,0,1,0,0,0,0,0,48.5627,-97.623
Cass,2013,2,18,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8769,-96.862
Mercer,2013,2,2,2,Injury,1,0,0,0,0,1,0,0,1,0,0,0,47.2919,-101.916
Pembina,2013,2,4,2,Injury,0,1,1,1,0,0,1,0,0,0,0,0,48.7825,-97.667
Williams,2013,2,15,2,Injury,0,.,0,0,0,0,0,0,0,0,0,0,48.1692,-103.627
Benson,2013,2,10,1,Injury,0,0,0,1,0,0,1,1,0,1,0,1,48.3397,-99.81
Grand Forks,2013,2,17,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.9137,-97.066
Cass,2013,2,13,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8325,-96.82
Eddy,2013,2,22,1,Injury,0,1,0,1,1,0,0,1,0,0,0,1,47.6458,-99.23
McKenzie,2013,2,17,2,Injury,0,0,0,1,0,0,0,0,1,0,1,0,47.7932,-103.283
Williams,2013,2,16,1,Injury,0,1,0,1,0,0,0,0,1,0,0,0,48.1493,-103.635
Stutsman,2013,2,7,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.9063,-98.707
Cass,2013,2,8,2,Injury,0,1,1,0,0,1,0,0,0,0,0,0,46.8832,-96.817
Stutsman,2013,2,19,1,Injury,0,1,0,1,0,0,1,1,0,0,0,1,46.8863,-99.179
Stutsman,2013,2,23,1,Injury,0,0,0,1,0,0,1,1,0,0,0,1,46.8918,-99.026
Ward,2013,2,14,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,48.2301,-101.296
McKenzie,2013,2,6,2,Injury,0,0,0,1,0,0,0,1,0,0,0,1,47.8938,-102.941
McKenzie,2013,2,8,3,Injury,0,0,0,0,0,0,0,0,0,0,1,0,48.0633,-103.672
Grand Forks,2013,2,16,1,Injury,0,0,0,0,0,0,1,1,0,0,0,1,48.0996,-97.18
Traill,2013,2,16,1,Injury,0,0,0,1,0,0,1,1,0,1,0,1,47.4589,-97.073
Richland,2013,2,15,1,Injury,0,0,0,1,0,0,1,1,0,0,0,0,46.3091,-96.831
Richland,2013,2,15,2,Injury,0,0,1,0,0,0,0,0,0,0,0,0,46.2534,-97.221
Morton,2013,2,20,2,Injury,0,.,0,0,1,0,0,0,1,0,0,0,46.8215,-100.881
Burleigh,2013,2,3,1,Injury,0,0,0,1,1,0,0,1,0,0,0,1,46.9976,-100.601
Burleigh,2013,2,19,3,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8236,-100.774
Cass,2013,2,2,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8617,-96.848
McIntosh,2013,2,0,1,Injury,0,0,0,0,0,0,0,0,0,0,1,0,46.2587,-99.465
Cass,2013,2,7,1,Injury,1,0,0,1,0,0,0,1,0,0,0,1,47.1182,-97.582
Grand Forks,2013,2,16,3,Injury,0,.,0,0,0,0,0,0,1,0,0,0,47.9184,-97.029
Cass,2013,2,20,1,Injury,1,1,0,1,0,0,1,1,0,1,0,1,46.8734,-97.209
Cass,2013,2,22,2,Injury,1,0,1,1,0,0,0,0,0,0,0,0,46.8755,-97.469
Rolette,2013,2,16,2,Fatal,1,0,0,1,0,0,0,0,0,0,1,0,48.8165,-99.876
Stark,2013,2,4,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.8792,-102.811
Burleigh,2013,2,9,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.8236,-100.774
Stark,2013,2,8,1,Injury,0,0,0,1,0,0,1,1,0,0,0,1,46.8833,-102.711
Billings,2013,2,8,1,Injury,0,0,0,1,0,0,0,1,0,0,1,1,47.0888,-103.202
Grand Forks,2013,2,2,2,Injury,1,0,0,1,0,0,1,0,0,0,0,0,47.9143,-97.045
Grand Forks,2013,2,18,2,Injury,0,.,0,1,0,0,1,0,0,0,0,0,47.8931,-97.045
Cass,2013,2,18,2,Injury,0,1,0,0,0,0,1,0,1,0,0,0,46.8801,-96.785
Cass,2013,2,17,3,Injury,0,0,0,1,0,0,1,0,1,0,1,0,46.8751,-96.798
Pembina,2013,2,21,1,Injury,0,0,0,0,0,0,1,1,0,0,0,1,48.8045,-97.473
Walsh,2013,2,2,2,Injury,0,1,0,0,0,1,0,0,1,0,1,0,48.2518,-97.259
Burleigh,2013,2,2,2,Injury,0,.,0,0,0,0,1,0,0,0,0,0,46.8384,-100.773
Burleigh,2013,2,9,2,Injury,0,0,0,1,0,0,0,0,1,0,1,0,46.8061,-100.752
Cass,2013,2,19,3,Injury,0,0,0,1,0,0,0,0,0,1,0,0,46.8665,-96.934
Nelson,2013,2,16,2,Injury,1,1,0,0,0,1,0,0,1,0,0,0,48.0199,-98.123
Cass,2013,2,1,1,Injury,0,0,0,0,0,0,0,1,0,0,0,1,47.2239,-96.999
Eddy,2013,2,2,2,Injury,0,0,1,0,0,1,0,0,1,0,0,0,47.68,-99.12
Burleigh,2013,2,14,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8166,-100.778
Burleigh,2013,2,16,4,Injury,0,1,0,0,0,0,0,0,0,0,0,0,46.8282,-100.773
Cass,2013,2,2,2,Injury,0,1,0,0,0,0,0,0,0,0,0,0,46.8677,-96.822
Stutsman,2013,2,18,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8881,-98.717
Ward,2013,2,16,1,Injury,0,0,0,1,0,0,0,1,0,0,0,1,48.0547,-101.296
Cass,2013,2,14,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.8485,-96.82
Williams,2013,2,14,2,Injury,0,0,1,1,0,0,1,0,1,0,0,0,48.5762,-103.472
Ward,2013,2,7,2,Injury,0,0,0,1,0,0,1,0,0,0,0,0,48.4004,-101.299
Burleigh,2013,2,9,2,Injury,0,1,0,0,0,1,1,0,1,0,0,0,46.8485,-100.792
Burleigh,2013,2,16,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.8377,-100.731
Ward,2013,2,8,2,Injury,0,0,0,1,0,0,0,0,1,0,1,0,48.2255,-101.312
Cass,2013,2,15,2,Injury,0,0,0,0,0,0,1,0,0,0,0,0,46.9048,-96.779
Cass,2013,2,17,2,Injury,0,1,0,0,0,0,1,0,0,0,0,0,46.8434,-96.805
Cass,2013,2,21,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.9121,-96.789
Cass,2013,2,6,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8436,-96.799
Ward,2013,2,21,1,Injury,0,0,0,1,0,0,1,1,0,0,0,1,48.358,-101.296
Cass,2013,2,18,2,Injury,0,0,0,1,0,0,1,0,0,0,0,0,46.9066,-96.793
Cass,2013,2,19,2,Injury,0,1,0,0,0,1,1,0,1,0,0,0,46.8904,-96.801
Cass,2013,2,7,3,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8846,-96.794
Cass,2013,2,17,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.8187,-96.851
Rolette,2013,2,11,2,Fatal,1,0,0,0,0,0,1,0,0,0,0,0,48.6756,-99.991
Cass,2013,2,16,2,Injury,0,0,0,1,0,0,1,0,0,0,0,0,46.8488,-96.797
Cass,2013,2,17,2,Injury,0,0,0,0,0,1,1,0,0,0,0,0,46.8341,-96.82
Stutsman,2013,2,15,2,Injury,0,1,0,0,0,1,1,0,1,0,0,0,46.9243,-98.702
Bottineau,2013,2,20,2,Fatal,1,0,1,0,0,0,1,0,0,0,0,0,48.821,-100.723
Steele,2013,2,15,1,Injury,0,1,0,1,0,0,1,1,0,0,0,1,47.4186,-97.96
Stutsman,2013,2,1,1,Injury,0,0,0,1,0,0,1,1,0,0,0,1,46.8924,-98.469
Richland,2013,2,17,2,Injury,0,1,0,1,0,0,1,0,1,0,0,0,46.2824,-96.616
Williams,2013,2,18,1,Injury,0,.,0,1,0,0,1,1,0,0,1,0,48.2773,-102.558
Williams,2013,2,23,1,Injury,0,.,0,1,1,0,1,0,0,0,0,0,48.2856,-103.374
Williams,2013,2,19,1,Injury,0,.,0,1,0,0,0,1,0,0,0,0,48.1471,-103.589
Cass,2013,2,17,2,Injury,0,0,0,0,0,0,0,0,0,0,1,0,46.8621,-96.88
Cass,2013,2,16,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8694,-96.793
Cass,2013,2,7,2,Injury,0,1,0,0,0,1,0,0,1,0,0,0,46.8184,-96.867
Cass,2013,2,15,2,Injury,0,1,0,1,0,0,0,0,0,0,0,0,46.8674,-96.798
Cass,2013,2,2,2,Injury,0,1,0,0,0,0,0,0,1,0,0,0,46.866,-96.837
Cass,2013,2,2,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.8739,-96.781
Cass,2013,2,17,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8543,-96.823
Ward,2013,2,14,1,Injury,0,0,0,0,0,0,0,1,0,1,0,0,48.3272,-101.745
Barnes,2013,2,13,1,Injury,0,0,0,1,0,0,0,1,0,0,0,1,46.9201,-97.722
Cass,2013,2,8,2,Injury,0,0,1,0,0,0,0,0,0,0,0,0,46.8039,-96.876
Cass,2013,2,15,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8326,-96.813
Ward,2013,2,22,2,Injury,0,0,0,0,0,1,0,0,0,0,0,0,48.2183,-101.297
Cass,2013,2,16,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,46.8616,-96.829
Foster,2013,2,2,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.4495,-99.12
McKenzie,2013,2,18,1,Injury,0,1,0,1,0,0,0,0,0,0,0,0,48.0188,-102.941
Richland,2013,2,16,1,Injury,0,1,0,0,0,0,0,0,0,0,1,0,46.3031,-96.612
Williams,2013,2,23,1,Injury,0,.,0,0,1,0,0,0,0,0,0,0,48.1544,-103.336
Richland,2013,2,22,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.2661,-96.616
Burleigh,2013,2,1,1,Injury,1,1,0,1,0,0,0,0,0,0,1,1,46.8071,-100.743
Burleigh,2013,2,9,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.7839,-100.774
Burleigh,2013,2,16,2,Injury,0,0,0,0,0,0,0,0,1,0,1,0,46.8031,-100.78
Ward,2013,2,14,2,Injury,1,0,0,1,0,0,0,0,0,0,0,0,48.182,-101.771
Ward,2013,2,0,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,48.2072,-101.318
Grand Forks,2013,2,16,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,47.9202,-97.051
Cass,2013,2,15,2,Injury,0,1,0,1,0,0,0,0,0,0,0,0,46.8289,-96.82
Mountrail,2013,2,19,1,Injury,0,0,0,1,0,0,0,1,0,1,0,1,48.3238,-101.952
Cass,2013,2,2,1,Injury,0,0,0,1,0,0,0,1,0,0,0,1,46.8756,-97.417
Morton,2013,2,1,1,Injury,0,0,0,0,0,0,1,0,0,0,0,1,46.8636,-101.778
Morton,2013,2,13,3,Injury,0,1,0,0,0,1,0,0,1,0,0,0,46.8086,-100.831
Burleigh,2013,2,1,2,Injury,0,1,0,1,1,0,1,0,0,1,0,0,46.817,-100.814
Cass,2013,2,16,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8619,-96.87
Cass,2013,2,9,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8456,-96.799
Ward,2013,2,15,3,Injury,0,0,0,1,0,0,0,0,0,0,0,0,48.2035,-101.296
Grand Forks,2013,2,14,3,Injury,0,0,0,0,0,0,0,0,0,0,0,0,47.8894,-97.08
Cass,2013,2,1,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8736,-96.793
McKenzie,2013,2,9,2,Fatal,1,0,0,1,0,0,0,0,0,1,0,0,47.8057,-103.021
Traill,2013,2,15,2,Fatal,1,1,1,1,0,0,0,1,0,0,0,0,47.3137,-97.036
Barnes,2013,2,0,1,Injury,0,0,0,1,0,0,0,1,0,0,0,1,46.9023,-98.305
Cass,2013,2,1,2,Injury,0,.,0,1,1,0,0,0,1,0,0,0,46.8976,-96.797
Cass,2013,2,19,2,Injury,0,0,0,0,0,1,0,0,1,0,0,0,46.8739,-96.781
Cass,2013,2,14,2,Injury,0,0,0,0,0,0,0,0,0,0,0,0,46.8617,-96.845
Cass,2013,2,16,2,Injury,0,1,0,1,0,0,1,0,0,0,0,0,46.6566,-96.831
Williams,2013,2,7,1,Injury,0,1,0,1,0,0,0,1,0,0,1,1,48.543,-102.929
Ramsey,2013,2,0,2,Injury,0,1,1,1,0,0,0,0,0,0,0,0,48.0502,-98.686
Barnes,2013,2,7,1,Injury,0,0,0,0,0,0,0,1,0,0,1,1,46.9035,-98.302
Barnes,2013,2,9,1,Injury,0,0,0,1,0,0,1,1,0,0,1,1,46.9042,-98.301
Walsh,2013,2,20,3,Injury,0,0,0,0,0,0,1,0,0,0,0,0,48.4126,-97.539
Pembina,2013,2,9,1,Injury,1,0,0,0,0,0,1,1,0,0,0,1,48.7746,-97.622
Richland,2013,2,20,1,Injury,0,.,0,0,0,0,0,1,0,0,0,0,46.4428,-96.83
Traill,2013,2,22,1,Injury,0,0,0,1,0,0,1,1,0,0,0,0,47.4934,-97.083
Cass,2013,2,19,2,Injury,0,0,0,1,0,0,1,1,0,0,0,1,46.6844,-96.831
Burleigh,2013,2,17,2,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8116,-100.778
Cass,2013,2,9,2,Injury,0,0,0,1,0,0,1,0,0,0,0,0,46.9048,-96.809
Cass,2013,2,7,3,Injury,0,0,0,0,0,0,1,0,0,0,0,0,46.9049,-96.817
Cass,2013,2,13,2,Injury,0,.,0,0,0,0,1,0,0,0,1,0,46.8772,-96.821
Ward,2013,2,9,1,Injury,0,0,0,1,0,0,1,1,0,0,1,1,47.9852,-101.291
Cass,2013,2,7,3,Injury,0,1,0,0,0,0,1,0,0,0,0,0,46.905,-96.815
Ward,2013,2,2,2,Injury,0,0,0,0,0,1,0,0,0,0,0,0,48.2165,-101.296
Stutsman,2013,2,15,3,Injury,0,0,0,1,0,0,0,0,1,0,0,0,46.9117,-98.709
Stutsman,2013,2,8,7,Injury,0,0,1,1,0,0,1,0,0,0,0,0,46.8921,-98.589
McKenzie,2013,2,5,2,Injury,0,0,1,1,0,0,1,0,0,1,0,0,47.7987,-102.769
Barnes,2013,2,15,1,Injury,0,0,0,0,0,0,1,1,0,0,0,1,46.9045,-98.3
Cass,2013,2,5,1,Injury,0,0,0,1,0,0,1,1,0,0,0,1,46.8759,-97.406
Cass,2013,2,7,3,Injury,0,1,0,0,0,0,1,0,0,0,0,0,46.905,-96.815
Richland,2013,2,9,3,Injury,0,1,0,1,0,1,1,0,1,0,0,0,46.2609,-96.741
Barnes,2013,2,0,5,Injury,0,0,0,1,0,0,1,0,1,0,1,0,46.9232,-98.009
Benson,2013,2,16,1,Injury,0,0,0,1,0,0,1,1,0,1,0,1,48.2685,-99.599
McKenzie,2013,2,15,2,Injury,0,0,0,1,0,0,0,0,0,0,1,0,47.8048,-103.45
Williams,2013,2,7,1,Injury,0,0,0,1,0,0,1,1,0,0,0,0,48.3412,-102.937
Williams,2013,2,12,1,Injury,0,0,0,1,0,0,1,1,1,0,0,0,48.3423,-102.978
Williams,2013,2,13,1,Injury,0,1,0,1,0,0,1,1,0,0,0,0,48.3426,-103.108
Richland,2013,2,15,1,Injury,0,0,0,1,0,0,1,0,0,0,0,0,46.4124,-96.83
Richland,2013,2,8,2,Injury,0,0,0,1,0,0,1,0,0,0,0,0,46.23,-96.6
Richland,2013,2,1,1,Injury,1,.,0,0,0,0,0,1,0,0,0,0,46.4612,-96.83
McKenzie,2013,2,13,1,Injury,0,0,0,1,0,0,1,1,0,0,0,1,47.8048,-103.448
Stark,2013,2,13,2,Injury,0,0,1,0,0,0,0,0,0,0,0,0,46.9052,-102.796
Walsh,2013,2,13,2,Injury,0,0,0,1,0,0,0,0,1,0,0,0,48.3983,-97.862
Cass,2013,2,0,3,Injury,0,0,1,1,0,0,0,1,0,0,0,1,46.8757,-97.311
Burleigh,2013,2,19,2,Injury,0,.,0,0,0,0,0,0,1,0,0,0,46.7968,-100.782
Grand Forks,2013,2,6,2,Injury,0,0,0,1,0,0,1,0,0,0,0,0,47.9328,-97.276
Grand Forks,2013,2,8,1,Injury,0,0,0,0,0,0,1,0,0,0,0,1,47.933,-97.258
Grand Forks,2013,2,0,2,Injury,0,0,1,0,0,0,1,0,0,0,0,0,47.817,-97.078
Ward,2013,2,15,2,Injury,0,0,0,1,0,0,0,0,0,0,0,0,48.2326,-101.294
Ward,2013,2,15,3,Injury,0,0,0,1,0,0,0,0,1,0,0,0,48.2233,-101.301
Walsh,2013,2,0,5,Injury,1,0,1,0,0,0,1,0,0,0,0,0,48.5157,-97.191
Cass,2013,2,18,3,Injury,0,0,0,0,0,0,0,0,1,0,0,0,46.8755,-96.807
Burleigh,2013,2,8,2,Injury,0,0,0,0,0,1,0,0,1,1,0,0,46.8169,-100.777
